",client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome"
"1502,9740,45,blue-collar,married,basic.4y,unknown,yes,jun,4,553,2,0,nonexistent,94.465,4.961,no"
"1503,9741,32,services,married,high.school,unknown,no,jun,19,1137,3,0,nonexistent,94.465,4.961,yes"
"1504,9742,38,housemaid,married,university.degree,no,no,jun,20,100,5,0,nonexistent,94.465,4.961,no"
"1505,9743,53,blue-collar,married,basic.9y,no,no,jun,6,445,2,0,nonexistent,94.465,4.961,no"
"1506,9744,37,blue-collar,divorced,basic.9y,no,yes,jun,12,332,2,0,nonexistent,94.465,4.961,no"
"1507,9745,48,blue-collar,married,basic.4y,unknown,yes,jun,13,61,2,0,nonexistent,94.465,4.961,no"
"1508,9746,36,blue-collar,married,basic.4y,no,no,jun,13,90,2,0,nonexistent,94.465,4.961,no"
"1509,9747,31,services,married,high.school,unknown,yes,jun,3,174,2,0,nonexistent,94.465,4.961,no"
"1510,9748,31,services,single,high.school,no,yes,jun,5,204,2,0,nonexistent,94.465,4.961,no"
"1511,9749,35,admin.,married,basic.9y,no,no,jun,4,271,3,0,nonexistent,94.465,4.961,no"
"1512,9750,54,management,married,university.degree,no,no,jun,1,87,13,0,nonexistent,94.465,4.961,no"
"1513,9751,45,self-employed,married,professional.course,unknown,yes,jun,25,330,3,0,nonexistent,94.465,4.961,no"
"1514,9752,41,blue-collar,married,basic.9y,unknown,yes,jun,17,259,2,0,nonexistent,94.465,4.961,no"
"1515,9753,34,admin.,married,university.degree,no,no,jun,2,237,2,0,nonexistent,94.465,4.961,no"
"1516,9754,41,blue-collar,married,high.school,unknown,yes,jun,7,116,3,0,nonexistent,94.465,4.961,no"
"1517,9755,35,blue-collar,married,basic.9y,no,no,jun,28,388,12,0,nonexistent,94.465,4.961,no"
"1518,9756,33,services,married,basic.4y,no,yes,jun,8,59,6,0,nonexistent,94.465,4.961,no"
"1519,9757,51,services,single,high.school,unknown,no,jun,15,329,3,0,nonexistent,94.465,4.961,no"
"1520,9758,41,blue-collar,married,basic.4y,no,yes,jun,22,753,2,0,nonexistent,94.465,4.961,no"
"1521,9759,40,services,married,unknown,unknown,yes,jun,11,99,26,0,nonexistent,94.465,4.961,no"
"1522,9760,50,technician,married,high.school,no,no,jun,20,42,2,0,nonexistent,94.465,4.961,no"
"1523,9761,33,blue-collar,married,basic.9y,no,no,jun,29,182,2,0,nonexistent,94.465,4.961,no"
"1524,9762,37,admin.,married,high.school,no,no,jun,11,250,2,0,nonexistent,94.465,4.961,no"
"1525,9763,48,services,married,basic.6y,unknown,no,jun,28,511,5,0,nonexistent,94.465,4.961,no"
"1526,9764,54,retired,married,university.degree,unknown,no,jun,9,26,3,0,nonexistent,94.465,4.961,no"
"1527,9765,34,technician,married,basic.6y,unknown,no,jun,17,478,2,0,nonexistent,94.465,4.961,no"
"1528,9766,35,blue-collar,married,basic.9y,unknown,no,jun,22,579,4,0,nonexistent,94.465,4.961,no"
"1529,9767,38,self-employed,married,university.degree,unknown,no,jun,29,96,10,0,nonexistent,94.465,4.961,no"
"1530,9768,37,blue-collar,single,high.school,no,yes,jun,5,95,3,0,nonexistent,94.465,4.961,no"
"1531,9769,40,housemaid,single,university.degree,no,no,jun,19,126,3,0,nonexistent,94.465,4.961,no"
"1532,9770,56,blue-collar,married,basic.4y,unknown,yes,jun,23,52,3,0,nonexistent,94.465,4.961,no"
"1533,9771,35,blue-collar,divorced,basic.9y,no,no,jun,16,138,4,0,nonexistent,94.465,4.961,no"
"1534,9772,35,technician,single,high.school,no,no,jun,26,94,4,0,nonexistent,94.465,4.961,no"
"1535,9773,44,blue-collar,married,basic.4y,unknown,no,jun,10,299,5,0,nonexistent,94.465,4.961,no"
"1536,9774,59,blue-collar,married,basic.4y,unknown,yes,jun,20,69,6,0,nonexistent,94.465,4.961,no"
"1537,9775,39,housemaid,married,basic.4y,no,yes,jun,28,44,4,0,nonexistent,94.465,4.961,no"
"1538,9776,39,admin.,married,university.degree,no,no,jun,3,135,2,0,nonexistent,94.465,4.961,no"
"1539,9777,53,blue-collar,married,basic.9y,no,yes,jun,23,154,10,0,nonexistent,94.465,4.961,no"
"1540,9778,41,unemployed,married,basic.9y,unknown,yes,jun,13,80,3,0,nonexistent,94.465,4.961,no"
"1541,9779,30,blue-collar,married,basic.9y,no,yes,jun,30,115,4,0,nonexistent,94.465,4.961,no"
"1542,9780,47,services,married,basic.6y,no,no,jun,29,107,3,0,nonexistent,94.465,4.959,no"
"1543,9781,32,admin.,married,high.school,no,yes,jun,24,308,7,0,nonexistent,94.465,4.959,no"
"1544,9782,54,housemaid,divorced,basic.4y,no,yes,jun,17,129,6,0,nonexistent,94.465,4.959,no"
"1545,9783,56,blue-collar,married,basic.4y,no,yes,jun,3,33,8,0,nonexistent,94.465,4.959,no"
"1546,9784,50,entrepreneur,married,basic.9y,no,yes,jun,25,296,3,0,nonexistent,94.465,4.959,no"
"1547,9785,26,blue-collar,married,high.school,no,yes,jun,3,126,12,0,nonexistent,94.465,4.959,no"
"1548,9786,26,admin.,married,high.school,unknown,yes,jun,2,198,5,0,nonexistent,94.465,4.959,no"
"1549,9787,36,technician,married,high.school,no,yes,jun,25,73,7,0,nonexistent,94.465,4.959,no"
"1550,9788,47,technician,single,unknown,no,yes,jun,4,180,4,0,nonexistent,94.465,4.959,no"
"1551,9789,36,services,divorced,university.degree,no,no,jun,26,69,2,0,nonexistent,94.465,4.959,no"
"1552,9790,37,management,single,university.degree,no,no,jun,18,76,3,0,nonexistent,94.465,4.959,no"
"1553,9791,51,admin.,divorced,high.school,unknown,no,jun,19,40,5,0,nonexistent,94.465,4.959,no"
"1554,9792,36,unknown,single,basic.6y,unknown,no,jun,5,878,3,0,nonexistent,94.465,4.959,yes"
"1555,9793,21,technician,single,professional.course,no,no,jun,27,54,4,0,nonexistent,94.465,4.959,no"
"1556,9794,39,management,married,university.degree,no,no,jun,1,129,3,0,nonexistent,94.465,4.959,no"
"1557,9795,39,blue-collar,married,basic.4y,unknown,no,jun,20,480,3,0,nonexistent,94.465,4.959,no"
"1558,9796,29,admin.,married,professional.course,no,yes,jun,1,583,4,0,nonexistent,94.465,4.959,yes"
"1559,9797,45,services,divorced,high.school,no,no,jun,9,101,5,0,nonexistent,94.465,4.959,no"
"1560,9798,37,blue-collar,divorced,basic.9y,unknown,no,jun,15,339,2,0,nonexistent,94.465,4.959,no"
"1561,9799,40,admin.,single,university.degree,no,yes,jun,11,27,2,0,nonexistent,94.465,4.959,no"
"1562,9800,25,admin.,married,unknown,no,no,jun,29,490,2,0,nonexistent,94.465,4.959,no"
"1563,9801,49,blue-collar,married,basic.6y,unknown,yes,jun,22,81,3,0,nonexistent,94.465,4.959,no"
"1564,9802,44,services,married,basic.9y,unknown,no,jun,4,399,8,0,nonexistent,94.465,4.959,no"
"1565,9803,34,blue-collar,married,high.school,no,yes,jun,5,42,2,0,nonexistent,94.465,4.959,no"
"1566,9804,39,technician,divorced,professional.course,no,no,jun,12,29,2,0,nonexistent,94.465,4.959,no"
"1567,9805,56,services,married,high.school,unknown,yes,jun,7,75,14,0,nonexistent,94.465,4.959,no"
"1568,9806,41,technician,married,professional.course,no,yes,jun,12,47,3,0,nonexistent,94.465,4.959,no"
"1569,9807,32,unknown,single,basic.6y,no,yes,jun,9,62,2,0,nonexistent,94.465,4.959,no"
"1570,9808,30,housemaid,married,high.school,unknown,no,jun,20,484,5,0,nonexistent,94.465,4.959,no"
"1571,9809,33,admin.,married,university.degree,no,yes,jun,23,305,10,0,nonexistent,94.465,4.959,no"
"1572,9810,46,admin.,married,high.school,no,yes,jun,23,95,1,0,nonexistent,94.465,4.959,no"
"1573,9811,34,management,married,university.degree,no,no,jun,27,893,8,0,nonexistent,94.465,4.959,yes"
"1574,9812,57,blue-collar,married,basic.4y,unknown,no,jun,11,62,2,0,nonexistent,94.465,4.959,no"
"1575,9813,29,admin.,married,professional.course,no,no,jun,27,103,3,0,nonexistent,94.465,4.959,no"
"1576,9814,43,blue-collar,married,basic.4y,unknown,yes,jun,6,204,1,0,nonexistent,94.465,4.959,no"
"1577,9815,53,blue-collar,married,basic.4y,no,yes,jun,21,453,1,0,nonexistent,94.465,4.959,no"
"1578,9816,53,blue-collar,married,basic.9y,no,no,jun,5,71,1,0,nonexistent,94.465,4.959,no"
"1579,9817,50,services,divorced,basic.4y,unknown,yes,jun,29,91,4,0,nonexistent,94.465,4.959,no"
"1580,9818,44,services,married,unknown,no,no,jun,24,360,1,0,nonexistent,94.465,4.959,no"
"1581,9819,28,admin.,single,unknown,no,no,jun,6,643,1,0,nonexistent,94.465,4.959,no"
"1582,9820,39,admin.,single,high.school,no,no,jun,28,29,1,0,nonexistent,94.465,4.959,no"
"1583,9821,48,services,married,high.school,unknown,yes,jun,10,327,9,0,nonexistent,94.465,4.959,no"
"1584,9822,55,unemployed,married,basic.4y,unknown,yes,jun,17,175,4,0,nonexistent,94.465,4.959,no"
"1585,9823,43,blue-collar,married,basic.4y,no,yes,jun,14,109,1,0,nonexistent,94.465,4.959,no"
"1586,9824,44,services,divorced,high.school,no,no,jun,27,240,9,0,nonexistent,94.465,4.959,no"
"1587,9825,33,admin.,married,high.school,no,no,jun,23,916,1,0,nonexistent,94.465,4.959,no"
"1588,9826,43,blue-collar,married,basic.4y,no,yes,jun,3,363,1,0,nonexistent,94.465,4.959,no"
"1589,9827,39,unemployed,married,professional.course,no,yes,jun,2,281,4,0,nonexistent,94.465,4.959,no"
"1590,9828,29,admin.,single,university.degree,no,no,jun,2,442,1,0,nonexistent,94.465,4.959,no"
"1591,9829,46,blue-collar,married,basic.4y,unknown,yes,jun,23,196,2,0,nonexistent,94.465,4.959,no"
"1592,9830,36,blue-collar,divorced,high.school,no,no,jun,24,68,1,0,nonexistent,94.465,4.959,no"
"1593,9831,47,management,married,university.degree,no,yes,jun,11,181,1,0,nonexistent,94.465,4.959,no"
"1594,9832,41,admin.,single,university.degree,no,yes,jun,1,88,5,0,nonexistent,94.465,4.959,no"
"1595,9833,47,blue-collar,divorced,basic.9y,unknown,no,jun,11,305,2,0,nonexistent,94.465,4.959,no"
"1596,9834,42,management,married,university.degree,no,no,jun,4,197,3,0,nonexistent,94.465,4.959,no"
"1597,9835,36,blue-collar,divorced,high.school,no,yes,jun,16,133,1,0,nonexistent,94.465,4.959,no"
"1598,9836,42,blue-collar,married,basic.6y,unknown,no,jun,27,138,1,0,nonexistent,94.465,4.959,no"
"1599,9837,39,entrepreneur,married,high.school,no,no,jun,17,439,1,0,nonexistent,94.465,4.959,no"
"1600,9838,45,services,married,high.school,no,yes,jun,18,232,2,0,nonexistent,94.465,4.959,no"
"1601,9839,48,blue-collar,married,basic.9y,no,no,jun,10,63,5,0,nonexistent,94.465,4.959,no"
"1602,9840,37,admin.,married,university.degree,no,no,jun,9,867,1,0,nonexistent,94.465,4.959,yes"
"1603,9841,30,self-employed,single,university.degree,no,no,jun,10,587,1,0,nonexistent,94.465,4.959,yes"
"1604,9842,56,technician,married,basic.4y,unknown,no,jun,22,458,1,0,nonexistent,94.465,4.959,no"
"1605,9843,28,admin.,married,university.degree,no,no,jun,27,191,1,0,nonexistent,94.465,4.959,no"
"1606,9844,33,management,married,high.school,no,yes,jun,5,64,1,0,nonexistent,94.465,4.959,no"
"1607,9845,28,admin.,married,university.degree,no,no,jun,17,354,1,0,nonexistent,94.465,4.959,no"
"1608,9846,29,admin.,married,university.degree,no,no,jun,26,300,1,0,nonexistent,94.465,4.959,no"
"1609,9847,36,blue-collar,married,basic.6y,no,no,jun,6,105,4,0,nonexistent,94.465,4.959,no"
"1610,9848,35,services,single,high.school,unknown,no,jun,15,328,1,0,nonexistent,94.465,4.959,no"
"1611,9849,49,self-employed,married,professional.course,no,no,jun,20,339,1,0,nonexistent,94.465,4.959,no"
"1612,9850,22,technician,married,basic.9y,unknown,no,jun,16,561,1,0,nonexistent,94.465,4.959,no"
"1613,9851,48,blue-collar,married,basic.9y,unknown,no,jun,25,116,1,0,nonexistent,94.465,4.959,no"
"1614,9852,53,blue-collar,divorced,basic.4y,no,no,jun,10,706,1,0,nonexistent,94.465,4.959,yes"
"1615,9853,32,blue-collar,married,basic.9y,no,yes,jun,28,261,1,0,nonexistent,94.465,4.959,no"
"1616,9854,48,admin.,divorced,high.school,no,no,jun,23,314,1,0,nonexistent,94.465,4.959,no"
"1617,9855,52,admin.,divorced,basic.6y,no,yes,jun,30,219,1,0,nonexistent,94.465,4.959,no"
"1618,9856,33,blue-collar,married,basic.9y,no,yes,jun,13,139,1,0,nonexistent,94.465,4.959,no"
"1619,9857,30,blue-collar,married,basic.6y,no,yes,jun,9,98,1,0,nonexistent,94.465,4.959,no"
"1620,9858,29,admin.,single,university.degree,no,yes,jun,16,694,2,0,nonexistent,94.465,4.959,no"
"1621,9859,31,services,married,high.school,no,yes,jun,13,68,3,0,nonexistent,94.465,4.959,no"
"1622,9860,38,blue-collar,single,basic.9y,no,no,jun,13,165,2,0,nonexistent,94.465,4.959,no"
"1623,9861,45,entrepreneur,married,high.school,no,yes,jun,20,275,2,0,nonexistent,94.465,4.959,no"
"1624,9862,36,blue-collar,married,basic.6y,unknown,yes,jun,21,153,1,0,nonexistent,94.465,4.959,no"
"1625,9863,45,technician,single,professional.course,no,yes,jun,22,83,1,0,nonexistent,94.465,4.959,no"
"1626,9864,31,admin.,single,university.degree,no,yes,jun,9,76,1,0,nonexistent,94.465,4.959,no"
"1627,9865,47,management,married,basic.4y,unknown,no,jun,13,79,1,0,nonexistent,94.465,4.959,no"
"1628,9866,27,admin.,married,basic.9y,no,no,jun,18,145,1,0,nonexistent,94.465,4.959,no"
"1629,9867,37,blue-collar,married,basic.6y,unknown,yes,jun,11,199,1,0,nonexistent,94.465,4.959,no"
"1630,9868,49,blue-collar,married,basic.9y,unknown,no,jun,20,158,1,0,nonexistent,94.465,4.959,no"
"1631,9869,37,blue-collar,married,basic.6y,unknown,no,jun,11,316,1,0,nonexistent,94.465,4.959,no"
"1632,9870,42,blue-collar,married,basic.6y,unknown,yes,jun,21,117,2,0,nonexistent,94.465,4.959,no"
"1633,9871,54,admin.,married,university.degree,no,no,jun,17,288,1,0,nonexistent,94.465,4.959,no"
"1634,9872,52,technician,married,high.school,no,yes,jun,12,78,1,0,nonexistent,94.465,4.959,no"
"1635,9873,43,technician,married,professional.course,no,yes,jun,18,26,1,0,nonexistent,94.465,4.959,no"
"1636,9874,30,blue-collar,single,basic.6y,unknown,yes,jun,28,100,1,0,nonexistent,94.465,4.959,no"
"1637,9875,43,admin.,married,high.school,no,yes,jun,30,49,1,0,nonexistent,94.465,4.959,no"
"1638,9876,52,technician,married,high.school,no,no,jun,4,241,1,0,nonexistent,94.465,4.959,no"
"1639,9877,38,blue-collar,married,basic.4y,unknown,no,jun,7,95,2,0,nonexistent,94.465,4.959,no"
"1640,9878,38,blue-collar,married,basic.6y,no,yes,jun,17,362,1,0,nonexistent,94.465,4.959,no"
"1641,9879,32,blue-collar,married,basic.6y,no,no,jun,6,125,1,0,nonexistent,94.465,4.959,no"
"1642,9880,47,unknown,married,unknown,unknown,yes,jun,28,91,1,0,nonexistent,94.465,4.959,no"
"1643,9881,34,services,married,high.school,no,unknown,jun,21,187,1,0,nonexistent,94.465,4.959,no"
"1644,9882,33,technician,married,university.degree,unknown,no,jun,30,420,1,0,nonexistent,94.465,4.959,no"
"1645,9883,42,technician,married,professional.course,unknown,no,jun,28,115,16,0,nonexistent,94.465,4.959,no"
"1646,9884,57,technician,single,professional.course,unknown,yes,jun,27,64,1,0,nonexistent,94.465,4.959,no"
"1647,9885,24,self-employed,single,university.degree,no,yes,jun,3,40,1,0,nonexistent,94.465,4.959,no"
"1648,9886,33,admin.,single,university.degree,no,yes,jun,25,113,1,0,nonexistent,94.465,4.959,no"
"1649,9887,39,housemaid,married,university.degree,no,no,jun,30,68,4,0,nonexistent,94.465,4.959,no"
"1650,9888,45,blue-collar,married,basic.6y,unknown,yes,jun,27,55,1,0,nonexistent,94.465,4.959,no"
"1651,9889,31,blue-collar,married,basic.6y,no,no,jun,9,62,1,0,nonexistent,94.465,4.959,no"
"1652,9890,31,services,married,basic.9y,no,yes,jun,16,886,2,0,nonexistent,94.465,4.959,no"
"1653,9891,48,blue-collar,married,basic.9y,no,no,jun,17,100,1,0,nonexistent,94.465,4.959,no"
"1654,9892,37,admin.,single,high.school,no,no,jun,11,61,1,0,nonexistent,94.465,4.959,no"
"1655,9893,32,admin.,single,high.school,no,yes,jun,21,1199,1,0,nonexistent,94.465,4.959,yes"
"1656,9894,51,admin.,married,basic.6y,unknown,yes,jun,6,140,1,0,nonexistent,94.465,4.959,no"
"1657,9895,33,admin.,married,university.degree,no,no,jun,2,436,1,0,nonexistent,94.465,4.959,no"
"1658,9896,60,technician,divorced,professional.course,unknown,no,jun,6,72,1,0,nonexistent,94.465,4.959,no"
"1659,9897,25,services,single,high.school,no,no,jun,6,119,1,0,nonexistent,94.465,4.959,no"
"1660,9898,50,blue-collar,married,basic.6y,unknown,yes,jun,19,123,1,0,nonexistent,94.465,4.959,no"
"1661,9899,33,admin.,single,university.degree,no,yes,jun,5,553,1,0,nonexistent,94.465,4.959,no"
"1662,9900,44,admin.,married,university.degree,unknown,yes,jun,2,320,1,0,nonexistent,94.465,4.959,no"
"1663,9901,43,entrepreneur,married,university.degree,unknown,no,jun,17,935,1,0,nonexistent,94.465,4.959,yes"
"1664,9902,57,retired,married,basic.4y,unknown,no,jun,24,74,1,0,nonexistent,94.465,4.959,no"
"1665,9903,58,management,married,university.degree,no,yes,jun,25,81,1,0,nonexistent,94.465,4.959,no"
"1666,9904,50,blue-collar,married,basic.6y,unknown,no,jun,16,586,1,0,nonexistent,94.465,4.959,yes"
"1667,9905,41,blue-collar,married,basic.6y,unknown,yes,jun,24,950,4,0,nonexistent,94.465,4.959,no"
"1668,9906,34,blue-collar,single,basic.9y,unknown,no,jun,4,159,1,0,nonexistent,94.465,4.959,no"
"1669,9907,31,blue-collar,married,basic.9y,no,yes,jun,21,838,2,0,nonexistent,94.465,4.959,yes"
"1670,9908,31,technician,single,unknown,no,no,jun,15,46,1,0,nonexistent,94.465,4.959,no"
"1671,9909,55,technician,married,high.school,unknown,no,jun,6,473,1,0,nonexistent,94.465,4.959,no"
"1672,9910,45,blue-collar,married,basic.9y,no,no,jun,23,119,1,0,nonexistent,94.465,4.959,no"
"1673,9911,48,admin.,divorced,high.school,no,yes,jun,24,967,2,0,nonexistent,94.465,4.959,yes"
"1674,9912,44,unemployed,single,basic.4y,no,no,jun,16,33,1,0,nonexistent,94.465,4.959,no"
"1675,9913,30,admin.,single,university.degree,no,yes,jun,27,148,1,0,nonexistent,94.465,4.959,no"
"1676,9914,57,blue-collar,married,unknown,unknown,no,jun,6,651,2,0,nonexistent,94.465,4.959,yes"
"1677,9915,39,blue-collar,married,professional.course,no,no,jun,12,437,2,0,nonexistent,94.465,4.959,no"
"1678,9916,52,blue-collar,divorced,high.school,no,no,jun,26,134,2,0,nonexistent,94.465,4.959,no"
"1679,9917,36,services,single,unknown,no,yes,jun,30,116,7,0,nonexistent,94.465,4.959,no"
"1680,9918,41,self-employed,married,high.school,no,unknown,jun,19,143,1,0,nonexistent,94.465,4.959,no"
"1681,9919,43,unemployed,married,university.degree,unknown,yes,jun,26,174,1,0,nonexistent,94.465,4.959,no"
"1682,9920,39,entrepreneur,married,university.degree,no,yes,jun,2,63,1,0,nonexistent,94.465,4.959,no"
"1683,9921,44,blue-collar,divorced,high.school,no,yes,jun,25,340,1,0,nonexistent,94.465,4.959,no"
"1684,9922,40,entrepreneur,married,basic.9y,no,yes,jun,8,103,1,0,nonexistent,94.465,4.959,no"
"1685,9923,49,technician,divorced,unknown,no,no,jun,1,41,1,0,nonexistent,94.465,4.959,no"
"1686,9924,42,admin.,divorced,high.school,no,yes,jun,24,247,1,0,nonexistent,94.465,4.959,no"
"1687,9925,56,blue-collar,married,basic.4y,unknown,yes,jun,10,114,1,0,nonexistent,94.465,4.959,no"
"1688,9926,31,housemaid,married,basic.4y,unknown,no,jun,2,327,10,0,nonexistent,94.465,4.959,no"
"1689,9927,52,unemployed,married,unknown,no,yes,jun,3,110,1,0,nonexistent,94.465,4.959,no"
"1690,9928,33,management,single,university.degree,no,no,jun,13,257,1,0,nonexistent,94.465,4.959,no"
"1691,9929,33,admin.,married,university.degree,no,yes,jun,20,59,1,0,nonexistent,94.465,4.959,no"
"1692,9930,45,unknown,married,unknown,unknown,no,jun,26,113,1,0,nonexistent,94.465,4.959,no"
"1693,9931,51,entrepreneur,married,professional.course,no,no,jun,6,127,1,0,nonexistent,94.465,4.959,no"
"1694,9932,36,technician,married,professional.course,no,no,jun,8,183,9,0,nonexistent,94.465,4.959,no"
"1695,9933,45,technician,married,university.degree,no,no,jun,8,142,2,0,nonexistent,94.465,4.959,no"
"1696,9934,42,services,married,high.school,no,no,jun,18,678,4,0,nonexistent,94.465,4.959,no"
"1697,9935,43,services,single,unknown,unknown,yes,jun,29,86,2,0,nonexistent,94.465,4.959,no"
"1698,9936,42,blue-collar,married,unknown,no,no,jun,29,96,7,0,nonexistent,94.465,4.959,no"
"1699,9937,36,admin.,married,professional.course,no,no,jun,22,211,17,0,nonexistent,94.465,4.959,no"
"1700,9938,42,blue-collar,divorced,basic.9y,no,yes,jun,30,201,5,0,nonexistent,94.465,4.959,no"
"1701,9939,48,admin.,married,professional.course,no,no,jun,28,105,2,0,nonexistent,94.465,4.959,no"
"1702,9940,35,admin.,married,university.degree,no,yes,jun,23,100,5,0,nonexistent,94.465,4.959,no"
"1703,9941,30,blue-collar,single,basic.4y,unknown,no,jun,16,952,3,0,nonexistent,94.465,4.959,no"
"1704,9942,31,admin.,married,university.degree,no,no,jun,1,181,2,0,nonexistent,94.465,4.959,no"
"1705,9943,40,technician,married,basic.9y,no,no,jun,28,389,6,0,nonexistent,94.465,4.959,no"
"1706,9944,26,admin.,single,high.school,no,no,jun,6,203,4,0,nonexistent,94.465,4.959,no"
"1707,9945,47,blue-collar,divorced,basic.4y,no,no,jun,23,450,2,0,nonexistent,94.465,4.959,no"
"1708,9946,41,housemaid,married,basic.4y,unknown,no,jun,8,105,3,0,nonexistent,94.465,4.959,no"
"1709,9947,40,services,married,high.school,no,yes,jun,4,85,6,0,nonexistent,94.465,4.959,no"
"1710,9948,37,blue-collar,married,basic.9y,no,no,jun,3,203,2,0,nonexistent,94.465,4.959,no"
